REFFABRICANTE;TITULO;CODIGOINTERNO;EAN/UPC;CODFAMILIA;TITULOFAMILIA;CODSUBFAMILIA;TITULOSUBFAMILIA;CODFABRICANTE;NOMFABRICANTE;PRECIO;STOCK;PESO;PROXIMA_LLEGADA;CICLOVIDA;PLAZOENTREGA;CANONLPI;PRECIOSINCANON
20KF001JSP;Lenovo TP X280 i7-8550U 8GB 256SSD W10Pro 12.5IPS;PPOPOR2993;192158812021;PO;Portátiles;POR;Portátiles;01380;Lenovo;1121.1600000000;0;2.1000000000;;Encargo;5.0000000000;5.4500000000;1115.7100000000
3GJ41EA#ABE;HP ProBook 430 G5 i3-7100U 4GB128SSD W10Pro 13.3;PPOPOR2994;192018842601;PO;Portátiles;POR;Portátiles;00150;HP;613.1900000000;0;2.2600000000;;Encargo;5.0000000000;5.4500000000;607.7400000000
9S7-16Q211-250;MSI GS65-250ES i7-8750H 32GB 1TB SSD 1070 W10 15;PPOPOR2998;4719072583163;PO;Portátiles;POR;Portátiles;00840;MSI;1888.9500000000;0;3.0000000000;07/01/2021;;0.0000000000;5.4500000000;1883.5000000000
9S7-16Q211-251;MSI GS65-251ES i7-8750H 16GB 512SSD 1070 W10 15.6;PPOPOR2999;4719072583170;PO;Portátiles;POR;Portátiles;00840;MSI;1574.9400000000;2;3.0000000000;10/01/2019;;0.0000000000;5.4500000000;1569.4900000000
9S7-16Q211-252;MSI GS65-252ES i7-8750H 16GB 512SSD 1060 W10 15.6;PPOPOR3000;4719072583187;PO;Portátiles;POR;Portátiles;00840;MSI;1417.8500000000;0;3.0000000000;;;0.0000000000;5.4500000000;1412.4000000000
PS585E-03F030CE;Toshiba Sat.Pro A50-D-1C1 i7-7500 16GB 256 W10P 15;PPOPOR3003;4051528353778;PO;Portátiles;POR;Portátiles;00610;Toshiba;783.8100000000;0;3.0000000000;02/01/2021;;0.0000000000;5.4500000000;778.3600000000
20J10020SP;Lenovo 13 i5-7500U 8GB 180SSD W10Pro 13.3 IPS;PPOPOR3007;191200595028;PO;Portátiles;POR;Portátiles;01380;Lenovo;648.6200000000;1;3.0000000000;;Ultimas unidades;0.0000000000;5.4500000000;643.1700000000
3FX31EA;HP 15-BS520NS i3-6006U 8GB 256SSD W10 15.6 negro;PPOPOR3008;192018765757;PO;Portátiles;POR;Portátiles;00150;HP;386.3500000000;1;3.0000000000;;Ultimas unidades;0.0000000000;5.4500000000;380.9000000000
81HL001CSP;Lenovo V130 cel N4000 4GB 128SSD W10 15.6;PPOPOR3009;192563122302;PO;Portátiles;POR;Portátiles;01380;Lenovo;242.8000000000;100;3.0000000000;;;0.0000000000;5.4500000000;237.3500000000
20L9001YSP;Lenovo T580 i5-8250U 8GB 256SSD W10Pro 15.6 IPS;PPOPOR3010;192330057905;PO;Portátiles;POR;Portátiles;01380;Lenovo;1070.9200000000;0;3.0900000000;;Encargo;5.0000000000;5.4500000000;1065.4700000000
20L90023SP;Lenovo T580 i7-8550U 8GB 512SSD W10Pro 15.6 IPS;PPOPOR3011;192330059565;PO;Portátiles;POR;Portátiles;01380;Lenovo;1222.6800000000;0;3.0300000000;;Encargo;5.0000000000;5.4500000000;1217.2300000000
20M5000USP;Lenovo L380 i7-8550U 8GB 256SSD W10Pro 13.3 IPS;PPOPOR3013;192158844268;PO;Portátiles;POR;Portátiles;01380;Lenovo;811.0100000000;0;2.4800000000;;Encargo;5.0000000000;5.4500000000;805.5600000000
3GJ42EA#ABE;HP ProBook 440 G5 i3-7100U 4GB 128SSD W10Pro 14;PPOPOR3014;192018842595;PO;Portátiles;POR;Portátiles;00150;HP;611.3300000000;0;2.2600000000;;Encargo;5.0000000000;5.4500000000;605.8800000000
SCL141CTP;Schneider SCL141CTP X5-8350 2GB 32GB W10 14.1 IPS;PPOPOR3015;3527570056475;PO;Portátiles;POR;Portátiles;04290;Schneider;118.6500000000;100;2.0000000000;;Ultimas unidades;0.0000000000;3.1500000000;115.5000000000
20KS007PSP;Lenovo E580 i3-8130U 8GB 256SSD W10Pro 15.6 IPS;PPOPOR3016;192563408727;PO;Portátiles;POR;Portátiles;01380;Lenovo;613.5500000000;0;2.8500000000;;Encargo;5.0000000000;5.4500000000;608.1000000000
9S7-14B121-021;MSI PS42-021ES i7-8550U 16GB 512SSD MX150 W10  14;PPOPOR3017;4719072585129;PO;Portátiles;POR;Portátiles;00840;MSI;946.8500000000;100;3.0000000000;;;0.0000000000;5.4500000000;941.4000000000
20KS007RSP;Lenovo E580 i3-8130U 8GB 500GB W10Pro 15.6 IPS;PPOPOR3018;192563413578;PO;Portátiles;POR;Portátiles;01380;Lenovo;508.1200000000;0;2.7800000000;;Encargo;5.0000000000;5.4500000000;502.6700000000
UX370UA-C4305T;Asus UX370UA-C4305T i7-8550 8GB 256SSD W10 13 azul;PPOPOR3021;4712900975758;PO;Portátiles;POR;Portátiles;00190;Asus;1063.9100000000;4;2.0000000000;;;0.0000000000;5.4500000000;1058.4600000000
81HN00FASP;Lenovo V130 i5-7200U 8GB 256SSD W10 15.6 FHD;PPOPOR3022;192563285168;PO;Portátiles;POR;Portátiles;01380;Lenovo;475.3500000000;76;2.5800000000;01/02/2019;;0.0000000000;5.4500000000;469.9000000000
81HN00F5SP;Lenovo V130 i5-7200U 4GB 500GB DOS 15.6 FHD;PPOPOR3023;192563276142;PO;Portátiles;POR;Portátiles;01380;Lenovo;357.9500000000;38;2.5800000000;;;0.0000000000;5.4500000000;352.5000000000
GN44G;Dell Vostro 3568 i5-7200U 4GB 1TB W10 15.6;PPOPOR3025;5397184076880;PO;Portátiles;POR;Portátiles;60140;Dell;384.4500000000;26;3.1800000000;;;0.0000000000;5.4500000000;379.0000000000
9S7-16K722-008;MSI WS63-008ES i7-8850 32GB 512+1TB P3200 W10P 15;PPOPOR3026;4719072578428;PO;Portátiles;POR;Portátiles;00840;MSI;2281.5400000000;1;3.0000000000;;;0.0000000000;5.4500000000;2276.0900000000
9S7-16K622-013;MSI WS63-013XES i7-8750 32GB 512+1TB P2000 DOS 15;PPOPOR3027;4719072578473;PO;Portátiles;POR;Portátiles;00840;MSI;1731.9500000000;0;3.0000000000;10/01/2019;;0.0000000000;5.4500000000;1726.5000000000
9S7-16P632-227;MSI WE63-227XES i7-8750 16GB 256+1TB P2000 DOS 15;PPOPOR3028;4719072576110;PO;Portátiles;POR;Portátiles;00840;MSI;1339.3500000000;0;3.0000000000;10/01/2019;;0.0000000000;5.4500000000;1333.9000000000
9S7-14B141-072;MSI PS42-072ES i7-8550U 8GB 512SSD W10 14;PPOPOR3030;4719072590543;PO;Portátiles;POR;Portátiles;00840;MSI;828.9300000000;11;3.0000000000;;;0.0000000000;5.4500000000;823.4800000000
81HN00E1SP;Lenovo V130 i5-7200U 4GB 500GB W10 15.6 FHD;PPOPOR3031;192563110262;PO;Portátiles;POR;Portátiles;01380;Lenovo;388.1500000000;100;3.0000000000;;;0.0000000000;5.4500000000;382.7000000000
1UL04EA;HP 15-BS012NS i3-6006U 8GB 1TB W10 15.6 plata;PPOPOR3032;191628254613;PO;Portátiles;POR;Portátiles;00150;HP;347.6900000000;2;3.0000000000;;Ultimas unidades;0.0000000000;5.4500000000;342.2400000000
UX430UA-GV264T;Asus UX430UA-GV264T i7-8550U 8GB 256SSD W10 14azu;PPOPOR3033;4712900835427;PO;Portátiles;POR;Portátiles;00190;Asus;832.5500000000;4;2.3100000000;;;0.0000000000;5.4500000000;827.1000000000
81CN000FSP;Lenovo V320 i7-8550U 8GB 1TB W10Pro 17.3 IPS;PPOPOR3034;192158859088;PO;Portátiles;POR;Portátiles;01380;Lenovo;816.5900000000;0;3.3220000000;;Encargo;5.0000000000;5.4500000000;811.1400000000
9S7-14B121-032;MSI PS42-032ES i7-8550U 8GB 512SSD MX150 DOS 14;PPOPOR3037;4719072586942;PO;Portátiles;POR;Portátiles;00840;MSI;829.0500000000;22;3.0000000000;02/01/2020;;0.0000000000;5.4500000000;823.6000000000
9S7-17C512-466;MSI GE73-466ES i7-8750H 16 256+1TB 1060 W10 17;PPOPOR3042;4719072586683;PO;Portátiles;POR;Portátiles;00840;MSI;1194.4500000000;5;4.0000000000;;;0.0000000000;5.4500000000;1189.0000000000
9S7-17C632-080;MSI WE73-080XES i7-8750 16GB 256+1TB P2000 DOS 17;PPOPOR3043;4719072576127;PO;Portátiles;POR;Portátiles;00840;MSI;1417.9500000000;0;4.0000000000;;;0.0000000000;5.4500000000;1412.5000000000
3JY19EA#ABE;HP ProBook 640 G4 i5-8200U 8GB 256SSD W10P 14 IPS;PPOPOR3044;193015586567;PO;Portátiles;POR;Portátiles;00150;HP;843.7800000000;0;2.4000000000;;Encargo;5.0000000000;5.4500000000;838.3300000000
3JY21EA#ABE;HP ProBook 640 G4 i5-8200U 4GB 500GB W10Pro 14;PPOPOR3045;193015586550;PO;Portátiles;POR;Portátiles;00150;HP;735.8400000000;0;2.0000000000;;Encargo;5.0000000000;5.4500000000;730.3900000000
2HG53ES;HP 250 G6 1HG53ES i3-6006U 4GB 128SSD DOS 15.6 n;PPOPOR3046;192545197885;PO;Portátiles;POR;Portátiles;00150;HP;306.9000000000;8;3.0000000000;;;0.0000000000;5.4500000000;301.4500000000
9S7-14B141-218;MSI PS42-218XES i7-8550U 8GB 512SSD DOS 14;PPOPOR3047;4719072592578;PO;Portátiles;POR;Portátiles;00840;MSI;711.2500000000;0;3.0000000000;02/01/2020;;0.0000000000;5.4500000000;705.8000000000
PS595E-1X702CCE;Toshiba Sat.Pro A50-E-1CH i7-8550 16GB 256 W10H 15;PPOPOR3048;4051528386806;PO;Portátiles;POR;Portátiles;00610;Toshiba;727.4500000000;0;3.0000000000;02/01/2021;;0.0000000000;5.4500000000;722.0000000000
3ZH02EA#ABE;HP EliteBook 1030 G3 i5-8250U 8GB 256SSD W10P 13;PPOPOR3049;193015595217;PO;Portátiles;POR;Portátiles;00150;HP;1403.2700000000;0;2.0000000000;;Encargo;5.0000000000;5.4500000000;1397.8200000000
9S7-16JF31-230;MSI PE62-230ES i7-8750H 8GB 256+1TB 1050 W10 15.6;PPOPOR3051;4719072588724;PO;Portátiles;POR;Portátiles;00840;MSI;868.3500000000;0;3.0000000000;10/01/2019;;0.0000000000;5.4500000000;862.9000000000
Y3W9M;Dell Vostro 3568 i5-7200U 4GB 1TB W10Pro 15.6;PPOPOR3053;5397184076873;PO;Portátiles;POR;Portátiles;60140;Dell;458.9100000000;0;3.1700000000;;Encargo;5.0000000000;5.4500000000;453.4600000000
20KH006MSP;Lenovo TP X1 Carbon i7-8550U 16GB 1TB SSD W10P 14;PPOPOR3054;192563399285;PO;Portátiles;POR;Portátiles;01380;Lenovo;2136.4000000000;0;2.5500000000;;Encargo;5.0000000000;5.4500000000;2130.9500000000
9S7-16P632-240;MSI WE63-240XES i7-8750 16GB 256+1TB P1000 DOS 15;PPOPOR3056;4719072576837;PO;Portátiles;POR;Portátiles;00840;MSI;1182.3500000000;2;3.0000000000;;;0.0000000000;5.4500000000;1176.9000000000
9S7-17A512-004;MSI WT75-004ES i7-8700 32 256+1TB P3200 W10P 17.3;PPOPOR3057;4719072585525;PO;Portátiles;POR;Portátiles;00840;MSI;2203.0400000000;0;3.0000000000;;;0.0000000000;5.4500000000;2197.5900000000
9S7-16P612-278;MSI GL63-278XES i7-8750H 8GB 1TB GTX1050 DOS 15;PPOPOR3059;4719072579296;PO;Portátiles;POR;Portátiles;00840;MSI;711.2500000000;0;3.0000000000;07/01/2020;;0.0000000000;5.4500000000;705.8000000000
9S7-16P612-279;MSI GL63-279XES i5-8300H 8GB 1TB GTX1050 DOS 15;PPOPOR3060;4719072579302;PO;Portátiles;POR;Portátiles;00840;MSI;632.7500000000;0;3.0000000000;07/01/2021;;0.0000000000;5.4500000000;627.3000000000
4QX39EA#ABE;HP 240 G6 4QX39EA i5-7200U 8GB 1TB W10 14;PPOPOR3061;193015300279;PO;Portátiles;POR;Portátiles;00150;HP;436.4500000000;14;2.2100000000;;;0.0000000000;5.4500000000;431.0000000000
1WY10EA;HP 255 G6 1WY10EA E2-9000e 4GB 500GB DOS 15.6;PPOPOR3065;192545103619;PO;Portátiles;POR;Portátiles;00150;HP;201.4500000000;16;3.0000000000;;;0.0000000000;5.4500000000;196.0000000000
3JY27EA#ABE;HP ProBook 650 G4 i5-8250U 8GB 256SSD W10P 15IPS;PPOPOR3067;193015800229;PO;Portátiles;POR;Portátiles;00150;HP;843.7800000000;0;3.0000000000;;Encargo;5.0000000000;5.4500000000;838.3300000000
1EQ09EA#ABE;HP EliteBook 1040 G4 i7-7600U 16GB 512SSD W10P 14;PPOPOR3068;192018494862;PO;Portátiles;POR;Portátiles;00150;HP;1776.2700000000;0;1.8800000000;;Encargo;5.0000000000;5.4500000000;1770.8200000000
81HN00GJSP;Lenovo V130 i5-7200U 8GB 1TB DOS 15.6;PPOPOR3069;192940102668;PO;Portátiles;POR;Portátiles;01380;Lenovo;408.3500000000;33;2.7400000000;;;0.0000000000;5.4500000000;402.9000000000
PT293E-00P009CE;Toshiba Por.Z30-E-12L i7-8550 16GB 512GB W10Pro 13;PPOPOR3071;4051528380149;PO;Portátiles;POR;Portátiles;00610;Toshiba;994.4500000000;1;2.0000000000;;;0.0000000000;5.4500000000;989.0000000000
9S7-179E22-047;MSI GF72-047ES i7-8750H 16GB 256+1TB 1060 W10 17;PPOPOR3073;4719072589707;PO;Portátiles;POR;Portátiles;00840;MSI;1182.3500000000;15;3.0000000000;;;0.0000000000;5.4500000000;1176.9000000000
9S7-14B211-001;MSI PS42-001ES i7-8550 16GB 512SSD GTX1050 W10 14;PPOPOR3074;4719072598945;PO;Portátiles;POR;Portátiles;00840;MSI;1025.3500000000;7;3.0000000000;08/01/2019;;0.0000000000;5.4500000000;1019.9000000000
9S7-179F43-062;MSI PE72-062ES i7-8750 16GB 256+1TB 1050Ti W10 17;PPOPOR3075;4719072590345;PO;Portátiles;POR;Portátiles;00840;MSI;1025.3500000000;2;3.0000000000;;;0.0000000000;5.4500000000;1019.9000000000
9S7-16JF31-234;MSI PE62-234ES i7-8750 16GB 256+1TB 1050Ti W10 15;PPOPOR3076;4719072590321;PO;Portátiles;POR;Portátiles;00840;MSI;986.0500000000;0;3.0000000000;10/01/2019;;0.0000000000;5.4500000000;980.6000000000
9S7-17C512-465;MSI GE73-465ES i7-8750H 16GB 512+1TB 1070 W10 17;PPOPOR3077;4719072586669;PO;Portátiles;POR;Portátiles;00840;MSI;1574.9400000000;2;3.0000000000;;;0.0000000000;5.4500000000;1569.4900000000
9S7-17B512-042;MSI GS73-042ES i7-8750 16GB 512+2TB 1060 W10 174K;PPOPOR3078;4719072594657;PO;Portátiles;POR;Portátiles;00840;MSI;1653.4400000000;3;3.0000000000;;;0.0000000000;5.4500000000;1647.9900000000
9S7-17B712-062;MSI GS73-062ES i7-8750 16GB 512+2TB 1070 W10 174K;PPOPOR3079;4719072594664;PO;Portátiles;POR;Portátiles;00840;MSI;1810.4400000000;0;3.0000000000;07/01/2021;;0.0000000000;5.4500000000;1804.9900000000
9S7-16L411-023;MSI GT63-023ES i7-8850H 16GB 256+1TB 1070 W10 15;PPOPOR3080;4719072574321;PO;Portátiles;POR;Portátiles;00840;MSI;1574.9500000000;0;3.0000000000;;;0.0000000000;5.4500000000;1569.5000000000
9S7-16Q213-445;MSI P65-445ES i7-8750 16GB 512 1070 W10 15blanco;PPOPOR3082;4719072598150;PO;Portátiles;POR;Portátiles;00840;MSI;1731.9500000000;0;3.0000000000;07/01/2021;;0.0000000000;5.4500000000;1726.5000000000
9S7-16Q312-005;MSI P65-005ES i7-8750H 16GB 1024SSD 1060 W10 15.6;PPOPOR3083;4719072594985;PO;Portátiles;POR;Portátiles;00840;MSI;1574.9500000000;8;3.0000000000;;;0.0000000000;5.4500000000;1569.5000000000
9S7-16Q312-006;MSI P65-006ES i7-8750H 16GB 512SSD 1060 W10 15.6;PPOPOR3084;4719072594992;PO;Portátiles;POR;Portátiles;00840;MSI;1417.8500000000;11;3.0000000000;;;0.0000000000;5.4500000000;1412.4000000000
9S7-16Q312-007;MSI P65-007ES i7-8750H 16GB 512SSD 1050Ti W10 15;PPOPOR3085;4719072595067;PO;Portátiles;POR;Portátiles;00840;MSI;1260.8500000000;5;3.0000000000;;;0.0000000000;5.4500000000;1255.4000000000
9S7-14B211-029;MSI PS42-029ES i7-8550 16GB 512SSD GTX1050 W10 14;PPOPOR3086;4719072600518;PO;Portátiles;POR;Portátiles;00840;MSI;1158.7500000000;18;3.0000000000;10/01/2019;;0.0000000000;5.4500000000;1153.3000000000
81B000D3SP;Lenovo V330 i3-8130U 8GB 256SSD W10Pro 14;PPOPOR3087;192563449997;PO;Portátiles;POR;Portátiles;01380;Lenovo;512.0200000000;0;2.4300000000;;Encargo;5.0000000000;5.4500000000;506.5700000000
9S7-16K622-038;MSI WS63-038ES i7-8750 16GB 256+1TB P2000 W10 15;PPOPOR3088;4719072588816;PO;Portátiles;POR;Portátiles;00840;MSI;1496.4600000000;0;3.0000000000;10/01/2019;;0.0000000000;5.4500000000;1491.0100000000
MR932Y/A;Apple MacBook Pro T.Bar i7 2.2 16GB 256GB 15Gris;PPOPOR3090;190198711717;PO;Portátiles;POR;Portátiles;01370;Apple;2092.6800000000;1;3.0000000000;;;0.0000000000;5.4500000000;2087.2300000000
MR942Y/A;Apple MacBook Pro T.Bar i7 2.6 16GB 512GB 15 Gris;PPOPOR3091;190198712127;PO;Portátiles;POR;Portátiles;01370;Apple;2404.4500000000;3;3.0000000000;;;0.0000000000;5.4500000000;2399.0000000000
MR962Y/A;Apple MacBook Pro T.Bar i7 2.2 16GB 256GB 15Plata;PPOPOR3092;190198712707;PO;Portátiles;POR;Portátiles;01370;Apple;2092.6800000000;0;3.0000000000;;Encargo;2.0000000000;5.4500000000;2087.2300000000
MR972Y/A;Apple MacBook Pro T.Bar i7 2.6 16GB 512GB 15Plata;PPOPOR3093;190198713117;PO;Portátiles;POR;Portátiles;01370;Apple;2466.8900000000;0;3.0000000000;;Encargo;2.0000000000;5.4500000000;2461.4400000000
MR9Q2Y/A;Apple MacBook Pro Dual-C i5 2.3 8GB 256GB 13Gris;PPOPOR3094;190198714688;PO;Portátiles;POR;Portátiles;01370;Apple;1526.1200000000;0;3.0000000000;;Encargo;2.0000000000;5.4500000000;1520.6700000000
20KH006DSP;Lenovo X1 I5-8250U 8G 256SSD W10Pro 14;PPOPOR3095;192563399728;PO;Portátiles;POR;Portátiles;01380;Lenovo;1425.7300000000;0;3.0500000000;;Encargo;5.0000000000;5.4500000000;1420.2800000000
MR9R2Y/A;Apple MacBook Pro Dual-C i5 2.3 8GB 512GB 13Gris;PPOPOR3096;190198715098;PO;Portátiles;POR;Portátiles;01370;Apple;1717.5100000000;0;3.0000000000;;Encargo;2.0000000000;5.4500000000;1712.0600000000
MR9U2Y/A;Apple MacBook Pro Dual-C i5 2.3 8GB 256GB 13Plata;PPOPOR3097;190198715678;PO;Portátiles;POR;Portátiles;01370;Apple;1526.1200000000;0;3.0000000000;;Encargo;2.0000000000;5.4500000000;1520.6700000000
MR9V2Y/A;Apple MacBook Pro Dual-C i5 2.3 8GB 512GB 13Plata;PPOPOR3098;190198716088;PO;Portátiles;POR;Portátiles;01370;Apple;1717.5100000000;0;3.0000000000;;Encargo;2.0000000000;5.4500000000;1712.0600000000
1EQ15EA#ABE;HP EB 1040G4 i7-7 16SSD  1T HSPA W10Pro 14;PPOPOR3099;192018504080;PO;Portátiles;POR;Portátiles;00150;HP;2056.0300000000;0;2.3000000000;;Encargo;5.0000000000;5.4500000000;2050.5800000000
4QX33EA;HP 240 G6 4QX33EA N4000 4GB 1TB W10 14;PPOPOR3100;193015300163;PO;Portátiles;POR;Portátiles;00150;HP;237.1300000000;16;3.0000000000;;;0.0000000000;5.4500000000;231.6800000000
4QX37EA;HP 240 G6 4QX37EA i3-7020U 8GB 256SSD W10 14;PPOPOR3102;193015301375;PO;Portátiles;POR;Portátiles;00150;HP;398.4500000000;16;3.0000000000;;;0.0000000000;5.4500000000;393.0000000000
4QX38EA;HP 240 G6 4QX38EA i5-7200U 8GB 256SSD W10 14;PPOPOR3103;193015300231;PO;Portátiles;POR;Portátiles;00150;HP;489.0500000000;6;3.0000000000;09/01/2019;;0.0000000000;5.4500000000;483.6000000000
20L50000SP;Lenovo T480 i5-8250U 8GB 256SSD W10Pro 14;PPOPOR3105;192330008266;PO;Portátiles;POR;Portátiles;01380;Lenovo;1062.4100000000;0;2.5900000000;;Encargo;5.0000000000;5.4500000000;1056.9600000000
20L7001NSP;Lenovo T480S i7-8550U 8GB 256SSD W10Pro 14;PPOPOR3106;192158884561;PO;Portátiles;POR;Portátiles;01380;Lenovo;1324.2100000000;0;2.3200000000;;Encargo;5.0000000000;5.4500000000;1318.7600000000
20KS006LSP;Lenovo E580 I7-8550U 8GB 1TB W10Pro 15.6;PPOPOR3108;192330595889;PO;Portátiles;POR;Portátiles;01380;Lenovo;816.5900000000;0;2.9100000000;;Encargo;5.0000000000;5.4500000000;811.1400000000
20MU000CSP;Lenovo A485 R5-2500U 8GB 256SSD W10Pro 14;PPOPOR3109;192651231992;PO;Portátiles;POR;Portátiles;01380;Lenovo;918.1200000000;0;2.6400000000;;Encargo;5.0000000000;5.4500000000;912.6700000000
3ZU56EA;HP 15-DB0014NS A9-9425 8GB 1TB W10 15.6 blanco;PPOPOR3110;192545871945;PO;Portátiles;POR;Portátiles;00150;HP;347.4500000000;20;3.0000000000;;;0.0000000000;5.4500000000;342.0000000000
81HN00FLSP;Lenovo V130 i5-7200U 8GB 1TB W10 15.6;PPOPOR3112;192563572121;PO;Portátiles;POR;Portátiles;01380;Lenovo;435.3500000000;24;3.0000000000;01/02/2019;;0.0000000000;5.4500000000;429.9000000000
80TD0069SP;Lenovo V110 A9-9410 8GB 256SSD W10 15.6;PPOPOR3113;192940098848;PO;Portátiles;POR;Portátiles;01380;Lenovo;347.4500000000;54;3.0000000000;;;0.0000000000;5.4500000000;342.0000000000
20L50004SP;LENOVO T480 i7-8550U 8GB 256SSD W10P 14;PPOPOR3115;192330093927;PO;Portátiles;POR;Portátiles;01380;Lenovo;1121.1600000000;0;2.6400000000;;Encargo;5.0000000000;5.4500000000;1115.7100000000
81HL001ASP;Lenovo V130 cel N4000 4GB 500GB W10 15.6;PPOPOR3116;192563122005;PO;Portátiles;POR;Portátiles;01380;Lenovo;240.3600000000;100;3.0000000000;;;0.0000000000;5.4500000000;234.9100000000
9S7-179E22-062;MSI GF72-062XES i7-8750 16GB 256+1TB 1060 DOS 17;PPOPOR3117;4719072599652;PO;Portátiles;POR;Portátiles;00840;MSI;1103.8500000000;51;3.0000000000;;;0.0000000000;5.4500000000;1098.4000000000
20KF001HSP;Lenovo X280 I7-8550U 16GB 512SSD W10Pro 12.5;PPOPOR3119;192158813592;PO;Portátiles;POR;Portátiles;01380;Lenovo;1425.7300000000;0;2.1800000000;;Encargo;5.0000000000;5.4500000000;1420.2800000000
81HQ00EMSP;Lenovo V130 i5-7200U 8GB 256SSD W10H 14;PPOPOR3120;192563492931;PO;Portátiles;POR;Portátiles;01380;Lenovo;434.4500000000;43;2.3500000000;01/02/2019;;0.0000000000;5.4500000000;429.0000000000
9S7-17E112-012;MSI GE75-012XES i7-8750H 16GB 512+1TB 1070 DOS 17;PPOPOR3122;4719072600112;PO;Portátiles;POR;Portátiles;00840;MSI;1614.1400000000;20;2.6100000000;;;0.0000000000;5.4500000000;1608.6900000000
9S7-17E112-013;MSI GE75-013ES i7-8750H 16GB 512+1TB 1060 W10 17;PPOPOR3123;4719072600129;PO;Portátiles;POR;Portátiles;00840;MSI;1535.6500000000;9;2.6100000000;;;0.0000000000;5.4500000000;1530.2000000000
9S7-16R112-028;MSI GF63-028ES i7-8750 8GB O16+1TB 1050Ti W10 15;PPOPOR3125;4719072586591;PO;Portátiles;POR;Portátiles;00840;MSI;946.8800000000;8;3.0000000000;;;0.0000000000;5.4500000000;941.4300000000
9S7-16JE22-063;MSI GF62-063XES i7-8750H 16GB 256+1TB 1060 DOS 15;PPOPOR3126;4719072599751;PO;Portátiles;POR;Portátiles;00840;MSI;1064.5500000000;16;3.0000000000;;;0.0000000000;5.4500000000;1059.1000000000
9S7-16P522-675;MSI GP63-675ES i7-8750H 16GB 256+1TB 1060 W10 15;PPOPOR3127;4719072603656;PO;Portátiles;POR;Portátiles;00840;MSI;1143.0500000000;3;3.0000000000;10/01/2019;;0.0000000000;5.4500000000;1137.6000000000
9S7-16P522-665;MSI GP63-665XES i7-8750H 16GB 256+1TB 1060 DOS 15;PPOPOR3128;4719072602918;PO;Portátiles;POR;Portátiles;00840;MSI;1114.4500000000;7;3.0000000000;;;0.0000000000;5.4500000000;1109.0000000000
81B000BASP;Lenovo V330-14IKB I3-8130U 4G 500HDD W10Pro 14;PPOPOR3130;192330925396;PO;Portátiles;POR;Portátiles;01380;Lenovo;492.1400000000;0;2.9000000000;;Encargo;5.0000000000;5.4500000000;486.6900000000
20KS0099SP;Lenovo E580 I5-8250U 8GB 1TB W10Pro 15.6;PPOPOR3131;192940926370;PO;Portátiles;POR;Portátiles;01380;Lenovo;659.3800000000;0;2.8900000000;;Encargo;5.0000000000;5.4500000000;653.9300000000
81HN00GLSP;Lenovo V130 i5-7200U 4GB 256SSD 520  W10H 15.6;PPOPOR3132;192940135703;PO;Portátiles;POR;Portátiles;01380;Lenovo;505.3500000000;37;2.9300000000;;;0.0000000000;5.4500000000;499.9000000000
81AX006BSP;Lenovo V330-15IKB i7-8550U 8G 256SSD W10Pro 15.6;PPOPOR3134;192076168545;PO;Portátiles;POR;Portátiles;01380;Lenovo;796.7000000000;0;3.1400000000;;Encargo;5.0000000000;5.4500000000;791.2500000000
80TD009ESP;Lenovo V110 A4-9120 4GB 500GB DOS 15.6;PPOPOR3135;193124105970;PO;Portátiles;POR;Portátiles;01380;Lenovo;174.4500000000;66;3.0000000000;01/02/2019;;0.0000000000;5.4500000000;169.0000000000
81J2002USP;Lenovo Ideapad S130 Celeron N4000 4GB 64 W10H 14;PPOPOR3143;193124532141;PO;Portátiles;POR;Portátiles;01380;Lenovo;221.9500000000;43;3.0000000000;;;0.0000000000;5.4500000000;216.5000000000
80VF00F9SP;Lenovo Yoga 910 i5-7200u 8GB 256SSD W10H 13.9;PPOPOR3144;191376027804;PO;Portátiles;POR;Portátiles;01380;Lenovo;857.2900000000;3;3.0000000000;;Ultimas unidades;0.0000000000;5.4500000000;851.8400000000
81EK00FXSP;Lenovo Yoga 530 i7-8550 8GB 256SSD W10H 14;PPOPOR3145;192651536158;PO;Portátiles;POR;Portátiles;01380;Lenovo;784.2600000000;6;3.0000000000;;;0.0000000000;5.4500000000;778.8100000000
81EK00FYSP;Lenovo Yoga 530 i5-8250U 8GB 256SSD W10H 14;PPOPOR3146;192651536165;PO;Portátiles;POR;Portátiles;01380;Lenovo;706.3000000000;0;3.0000000000;09/01/2019;;0.0000000000;5.4500000000;700.8500000000
SCL141CTPTAR;Schneider X5-8350 2GB 32GB W10 14+funda+mSD 32GB;PPOPOR3148;8425402381502;PO;Portátiles;POR;Portátiles;04290;Schneider;122.1500000000;0;2.0000000000;;;0.0000000000;3.1500000000;119.0000000000
TP412UA-EC035T;Asus TP412UA-EC035T i3-8130U 4GB 128SSD W10H 14;PPOPOR3149;4718017074926;PO;Portátiles;POR;Portátiles;00190;Asus;404.4500000000;73;3.0000000000;;;0.0000000000;5.4500000000;399.0000000000
2XY94EA#ABE;HP ProBook 450 G5 i5-8250U 8GB 1TB W10Pro 15.6;PPOPOR3150;192018843011;PO;Portátiles;POR;Portátiles;00150;HP;787.6200000000;0;2.8300000000;;Encargo;5.0000000000;5.4500000000;782.1700000000
