REFFABRICANTE;TITULO;CODIGOINTERNO;EAN/UPC;CODFAMILIA;TITULOFAMILIA;CODSUBFAMILIA;TITULOSUBFAMILIA;CODFABRICANTE;NOMFABRICANTE;PRECIO;STOCK;PESO;PROXIMA_LLEGADA;CICLOVIDA;PLAZOENTREGA;CANONLPI;PRECIOSINCANON;
CB323EE;HP 364XL CB323EE cartucho cian alta capacidad;CCICTO0221;883585705863;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;14.9000000000;12;0.0450000000;31/12/2019;;0.0000000000;0.0000000000;14.9000000000;
2972B001;Canon Cartucho CL-511 Color;CCICTO0232;4960999617039;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;13.6000000000;86;0.0650000000;;;0.0000000000;0.0000000000;13.6000000000;
2969B001;Canon Cartucho PG-512 Negro;CCICTO0233;4960999617008;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;14.4400000000;56;0.0200000000;;;0.0000000000;0.0000000000;14.4400000000;
0617B001;Canon Cartucho CL-41 Color;CCICTO0238;8714574959542;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;16.3400000000;31;0.7500000000;;;0.0000000000;0.0000000000;16.3400000000;
2970B001;Canon Cartucho PG-510 Negro;CCICTO0243;4960999617015;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;10.4900000000;100;0.0065000000;;;0.0000000000;0.0000000000;10.4900000000;
C9352AE;HP no.22 Cartucho Color C9352AE PSC 1410;CCICTO0262;884962780787;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;16.9900000000;18;0.0450000000;31/12/2019;;0.0000000000;0.0000000000;16.9900000000;
CB335EE;HP 350 CB335EE cartucho negro Officejet/Photosmart;CCICTO0264;884962780589;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;13.6500000000;31;0.1000000000;31/12/2019;;0.0000000000;0.0000000000;13.6500000000;
CC643EE;HP 300 CC643EE cartucho tricolor Deskjet/Photosmar;CCICTO0265;884962780497;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;13.6900000000;79;0.0550000000;31/12/2019;;0.0000000000;0.0000000000;13.6900000000;
CD973AE;HP 920XL cart. Magenta Officejet serie 6000/6500;CCICTO0267;884962546123;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;10.6500000000;11;0.0450000000;;;0.0000000000;0.0000000000;10.6500000000;
PC75;BROTHER Cartucho + Bobina Fax T104/106;CCICTO0275;4977766630702;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;15.6500000000;0;0.3000000000;;Encargo;3.0000000000;0.0000000000;15.6500000000;
C13T07144012;Epson Cartucho T0714 Amarillo;CCICTO0278;8715946624549;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;8.9700000000;92;0.0400000000;;;0.0000000000;0.0000000000;8.9700000000;
CB336EE;HP CB336EE 350XL cartucho tinta negro Offic./PhotS;CCICTO0279;884962780596;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;32.1000000000;0;0.0800000000;;Encargo;2.0000000000;0.0000000000;32.1000000000;
C9351AE;HP no.21 Cartucho Negro C9351AE PSC 1410;CCICTO0281;884962780749;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;12.8500000000;33;0.0600000000;24/01/2018;;0.0000000000;0.0000000000;12.8500000000;
C9351CE;HP 21XL C9351CE cartucho negro Deskjet/Officejet;CCICTO0283;884962780763;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;21.9900000000;0;0.0700000000;31/12/2019;;0.0000000000;0.0000000000;21.9900000000;
LC1100BK;Brother LC1100BK cartucho tinta negro;CCICTO0300;4977766659680;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;13.9000000000;8;0.0650000000;;Ultimas unidades;0.0000000000;0.0000000000;13.9000000000;
CC653AE;HP 901 CC653AE cartucho negro Officejet;CCICTO0304;884962769669;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;12.4500000000;20;0.0500000000;;;0.0000000000;0.0000000000;12.4500000000;
C9392AE;HP C9392AE 88XL cartucho tinta magenta Officejet;CCICTO0309;882780155169;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;24.0700000000;0;0.0080000000;;Encargo;2.0000000000;0.0000000000;24.0700000000;
CB316E;HP Cartucho Negro 364 - CB316E 250 PAGINAS;CCICTO0310;883585705023;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;8.3900000000;17;0.0450000000;;;0.0000000000;0.0000000000;8.3900000000;
CH564EE;HP CH564EE cartucho Tricolor Deskjet HP301XL;CCICTO0314;884962894545;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;19.7800000000;53;0.0650000000;31/12/2019;;0.0000000000;0.0000000000;19.7800000000;
2971B001;Canon Cartucho CL-513 Color;CCICTO0317;4960999617022;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;17.8700000000;38;0.0700000000;;;0.0000000000;0.0000000000;17.8700000000;
0615B043;Canon Cartucho Multipack PG-40/CL41;CCICTO0325;8714574552576;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;27.9000000000;20;0.3500000000;;;0.0000000000;0.0000000000;27.9000000000;
C9391AE;HP C9391AE 88XL cartucho tinta cian Oficejet;CCICTO0328;882780155152;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;24.2900000000;0;0.0600000000;;Encargo;2.0000000000;0.0000000000;24.2900000000;
CB324EE;HP 364XL CB324EE cartucho magenta alta capacidad;CCICTO0330;883585705986;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;14.7600000000;31;0.0450000000;;;0.0000000000;0.0000000000;14.7600000000;
0615B001;Canon Cartucho PG-40 Negro;CCICTO0331;4960999641447;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;13.2800000000;65;0.0750000000;;;0.0000000000;0.0000000000;13.2800000000;
C8765EE;HP no.338 Cartucho Negro C8765EE PSC 2355 (11ML);CCICTO0337;884962780886;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;21.0000000000;29;0.0650000000;;;0.0000000000;0.0000000000;21.0000000000;
C13T07134012;Epson Cartucho T0713 Magenta;CCICTO0349;8715946624532;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;8.9600000000;100;0.0400000000;;;0.0000000000;0.0000000000;8.9600000000;
C13T07124012;Epson Cartucho T0712 Cian;CCICTO0350;8715946624501;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;8.9600000000;90;0.0400000000;;;0.0000000000;0.0000000000;8.9600000000;
C13T08944011;Epson Cartucho T0894 Amarillo;CCICTO0351;8715946493046;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;6.4600000000;18;0.0400000000;;;0.0000000000;0.0000000000;6.4600000000;
LC1240VALBP;Brother Kit cartuchos LC1240VALBP;CCICTO0357;5014047562396;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;46.6000000000;8;0.2250000000;;;0.0000000000;0.0000000000;46.6000000000;
CN045A;HP no.950XL Cartucho Negro CN045A Office. Pro 8600;CCICTO0365;886111748969;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;25.5000000000;50;0.1400000000;23/01/2018;;0.0000000000;0.0000000000;25.5000000000;
CN046A;HP no.951XL Cartucho Cyan CN046A Office. Pro 8600;CCICTO0366;886111615285;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;19.2000000000;42;0.1500000000;;;0.0000000000;0.0000000000;19.2000000000;
CN047A;HP no.951XL Cartucho Magen CN047A Office. Pro 8600;CCICTO0367;886111615292;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;19.6000000000;49;0.1500000000;;;0.0000000000;0.0000000000;19.6000000000;
CN048A;HP no.951XL Cartucho Amari CN048A Office. Pro 8600;CCICTO0368;886111615308;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;19.0500000000;13;0.0800000000;23/01/2018;;0.0000000000;0.0000000000;19.0500000000;
5225B006;Canon Cartucho Multipack PG-540/CL541;CCICTO0374;8714574572628;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;25.6000000000;96;0.1350000000;;;0.0000000000;0.0000000000;25.6000000000;
LC127XLVALBP;Brother pack 4 cartuchos LC127XLVALBP(Ne.Am.Ci.Ma);CCICTO0379;5014047563430;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;60.5300000000;6;0.2500000000;;;0.0000000000;0.0000000000;60.5300000000;
LC123BKBP;Brother Cartucho LC123BKBP Negro Blister;CCICTO0384;5014047563041;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;15.8500000000;9;0.0750000000;;;0.0000000000;0.0000000000;15.8500000000;
LC123CBP;Brother Cartucho LC123CBP Cian Blister;CCICTO0385;5014047563072;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;10.1500000000;11;0.0600000000;;;0.0000000000;0.0000000000;10.1500000000;
LC123MBP;Brother Cartucho LC123MBP Magenta Blister;CCICTO0386;5014047563102;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;10.1000000000;22;0.2000000000;;;0.0000000000;0.0000000000;10.1000000000;
LC123YBP;Brother Cartucho LC123YBP Amarillo Blister;CCICTO0387;5014047563133;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;10.1500000000;5;0.0550000000;;;0.0000000000;0.0000000000;10.1500000000;
LC123VALBP;Brother Pack 4 cartuchos LC123VALBP(Ne.Am.Ci.Ma);CCICTO0388;5014047563225;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;44.2500000000;10;0.2000000000;;;0.0000000000;0.0000000000;44.2500000000;
C13T18014012;Epson Cartucho T1801 Negro;CCICTO0389;8715946625102;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;7.4700000000;66;0.0400000000;;;0.0000000000;0.0000000000;7.4700000000;
C13T180240;Epson Cartucho T1802 Cian;CCICTO0390;8715946625133;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;6.2100000000;15;0.1000000000;;;0.0000000000;0.0000000000;6.2100000000;
C13T18034012;Epson Cartucho T1803 Magenta;CCICTO0391;8715946625140;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;6.1600000000;39;0.0350000000;;;0.0000000000;0.0000000000;6.1600000000;
C13T18044012;Epson Cartucho T1804 Amarillo;CCICTO0392;8715946625164;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;6.1600000000;32;0.0350000000;;;0.0000000000;0.0000000000;6.1600000000;
C13T18064012;Epson Cartucho MultiPack T18;CCICTO0393;8715946625188;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;25.9100000000;30;0.1150000000;;;0.0000000000;0.0000000000;25.9100000000;
CN053AE;HP 932XL Cartucho Negro CN053AE Officejet 6100-700;CCICTO0399;886111749010;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;21.6500000000;47;0.0850000000;;;0.0000000000;0.0000000000;21.6500000000;
CN054AE;HP 933XL Cartucho Cyan CN054AE Officejet 6100-700;CCICTO0400;886111749072;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;10.8500000000;0;0.0500000000;31/12/2019;;0.0000000000;0.0000000000;10.8500000000;
CN055AE;HP 933XL Cartucho Magenta CN055AE Officejet 6100;CCICTO0401;886111749089;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;10.9000000000;16;0.0450000000;;;0.0000000000;0.0000000000;10.9000000000;
CN056AE;HP 933XL Cartucho Amarillo CN056AE Officejet 6100;CCICTO0402;886111749041;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;10.8500000000;0;0.0500000000;31/12/2019;;0.0000000000;0.0000000000;10.8500000000;
C13T18144012;Epson Cartucho T1814XL Amarillo;CCICTO0412;8715946625263;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;10.9200000000;5;0.0350000000;22/01/2018;;0.0000000000;0.0000000000;10.9200000000;
C13T18134012;Epson Cartucho T1813XL Magenta;CCICTO0413;8715946625249;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;10.9400000000;9;0.0350000000;;;0.0000000000;0.0000000000;10.9400000000;
C13T18124012;Epson Cartucho T1812XL Cian;CCICTO0414;8715946625225;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;11.0400000000;12;0.0200000000;;;0.0000000000;0.0000000000;11.0400000000;
C13T18114012;Epson Cartucho T1811XL Negro;CCICTO0415;8715946625201;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;14.6100000000;23;0.0400000000;;;0.0000000000;0.0000000000;14.6100000000;
C13T16364012;Epson Cartucho MultiPack T16XL;CCICTO0420;8715946625065;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;47.2200000000;47;0.1300000000;;;0.0000000000;0.0000000000;47.2200000000;
C13T16264012;Epson Cartucho Multipack T16;CCICTO0423;8715946624969;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;25.8900000000;9;0.0500000000;;;0.0000000000;0.0000000000;25.8900000000;
LC121YBP;Brother Cartucho LC121YBP Amarillo Blister;CCICTO0429;5014047566325;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;6.9900000000;5;0.0600000000;;;0.0000000000;0.0000000000;6.9900000000;
LC121MBP;Brother Cartucho LC121MBP Magenta Blister;CCICTO0430;5014047566295;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;6.9900000000;6;0.0600000000;;;0.0000000000;0.0000000000;6.9900000000;
LC121CMP;Brother Cartucho LC121CBP Cyan Blister;CCICTO0431;5014047566264;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;7.0500000000;5;0.0600000000;;;0.0000000000;0.0000000000;7.0500000000;
LC121BKBP;Brother Cartucho LC121BKBP Negro Blister;CCICTO0432;5014047566356;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;11.7000000000;8;0.0700000000;;;0.0000000000;0.0000000000;11.7000000000;
8287B001;Canon Cartucho PG-545 Negro;CCICTO0443;4960999974507;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;10.6000000000;100;0.0250000000;;;0.0000000000;0.0000000000;10.6000000000;
5225B005;Canon Cartucho PG-540 Negro;CCICTO0449;8714574572536;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;11.7600000000;53;0.0080000000;;;0.0000000000;0.0000000000;11.7600000000;
6431B001;Canon Cartucho PGI-550PGBK XL Negro;CCICTO0450;8714574584287;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;11.9200000000;36;0.0500000000;;;0.0000000000;0.0000000000;11.9200000000;
6446B001;Canon Cartucho CLI-551Y XL Amarillo;CCICTO0451;4960999904917;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;11.6100000000;77;0.0400000000;;;0.0000000000;0.0000000000;11.6100000000;
6444B001;Canon Cartucho CLI-551C XL Cian;CCICTO0453;4960999904931;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;11.6100000000;42;0.0400000000;;;0.0000000000;0.0000000000;11.6100000000;
6443B001;Canon Cartucho CLI-551BK XL Negro;CCICTO0454;4960999904948;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;11.5500000000;18;0.0400000000;;;0.0000000000;0.0000000000;11.5500000000;
CN637;HP Multipack 1x300 Negro + 1x300 Color CN637;CCICTO0458;884962770160;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;21.9800000000;16;0.1100000000;23/01/2018;;0.0000000000;0.0000000000;21.9800000000;
C13T18164012;Epson Cartucho Multipack T18XL;CCICTO0459;8715946625287;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;46.6600000000;48;0.1300000000;;;0.0000000000;0.0000000000;46.6600000000;
2970B010;Canon Cartucho MultiPack PG-510/CL511;CCICTO0463;4960999974231;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;22.4800000000;36;0.1200000000;;;0.0000000000;0.0000000000;22.4800000000;
LC129XLBKBP;Brother cartucho negro MFCJ6720DW LC129XLBKBP;CCICTO0464;5014047566448;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;21.6000000000;12;0.1000000000;;;0.0000000000;0.0000000000;21.6000000000;
LC121VALBP;Brother Pack 4 cartuchos LC121VALBP(Ne.Am.Ci.Ma);CCICTO0465;5014047566233;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;32.0000000000;5;0.2050000000;;;0.0000000000;0.0000000000;32.0000000000;
LC129XLVALBP;Brother Pack 4 cartuchos LC129XLVALBP(Ne.Am.Ci.Ma);CCICTO0469;5014047566677;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;60.5000000000;5;0.2950000000;;;0.0000000000;0.0000000000;60.5000000000;
5226B005;Canon Cartucho CL-541XL Color;CCICTO0470;8714574572598;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;17.3200000000;41;0.0900000000;;;0.0000000000;0.0000000000;17.3200000000;
5227B005;Canon Cartucho CL-541 Color;CCICTO0471;8714574572581;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;15.1500000000;54;0.0850000000;;;0.0000000000;0.0000000000;15.1500000000;
LC223BKBP;Brother Cartucho LC223BKB Negro DCP4120DW 550 pag.;CCICTO0477;5014047566738;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;14.5500000000;41;0.1000000000;;;0.0000000000;0.0000000000;14.5500000000;
LC223CBP;Brother Cartucho LC223CBP Cyan DCP4120DW 550 pag.;CCICTO0478;5014047566769;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;9.3000000000;27;0.0600000000;;;0.0000000000;0.0000000000;9.3000000000;
LC223MBP;Brother Cartucho LC223MBP Magenta DCP4120DW 550 p.;CCICTO0479;5014047566790;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;9.5000000000;30;0.1000000000;;;0.0000000000;0.0000000000;9.5000000000;
LC223YBP;Brother Cartucho LC223YBP Yellow DCP4120DW 550 pg.;CCICTO0480;5014047566820;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;9.3000000000;28;0.1000000000;;;0.0000000000;0.0000000000;9.3000000000;
5222B005;Canon Cartucho PG-540XL Negro;CCICTO0483;8714574572550;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;17.7300000000;59;0.0850000000;;;0.0000000000;0.0000000000;17.7300000000;
LC227XLBKBP;Brother Cartucho LC227BKB Negro DCPJ4120DW 1200 pg;CCICTO0490;5014047566974;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;20.5000000000;7;0.0850000000;;;0.0000000000;0.0000000000;20.5000000000;
LC225XLCBPP;Brother Cartucho LC225XLCB CIAN DCP4120DW 1200 Pg.;CCICTO0491;5014047566882;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;12.6500000000;8;0.0650000000;;;0.0000000000;0.0000000000;12.6500000000;
LC225XLMBP;Brother Cartucho LC225XLMB MAGENTA DCP4120 1200 Pg;CCICTO0492;5014047566912;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;12.6500000000;3;0.0650000000;;;0.0000000000;0.0000000000;12.6500000000;
LC225XLYBP;Brother Cartucho LC225XLYB YELLOW DCP4120 1200 Pg;CCICTO0493;5014047566943;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;12.6500000000;8;0.0700000000;;;0.0000000000;0.0000000000;12.6500000000;
C13T26114012;Epson Cartucho T2611 Negro Foto;CCICTO0498;8715946625560;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;7.8000000000;5;0.0350000000;;Ultimas unidades;0.0000000000;0.0000000000;7.8000000000;
C13T24384011;Epson Cartucho Multipack T24XL;CCICTO0500;8715946615158;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;75.8700000000;0;0.5000000000;;Encargo;3.0000000000;0.0000000000;75.8700000000;
LC229XLVALBP;Brother Pack 4 cartuchos LC229XLVALBP(Ne.Am.Ci.Ma);CCICTO0506;5014047567032;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;57.8900000000;7;0.1000000000;;;0.0000000000;0.0000000000;57.8900000000;
C13T26124012;Epson Cartucho T2612 Cian;CCICTO0507;8715946625584;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;6.8900000000;10;0.0350000000;;Ultimas unidades;0.0000000000;0.0000000000;6.8900000000;
C13T26134012;Epson Cartucho T2613 Magenta;CCICTO0508;8715946625607;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;6.8900000000;6;0.0350000000;;Ultimas unidades;0.0000000000;0.0000000000;6.8900000000;
C13T261440;Epson Cartucho T2614 Amarillo;CCICTO0509;8715946625621;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;6.8900000000;7;0.3500000000;;Ultimas unidades;0.0000000000;0.0000000000;6.8900000000;
C2P23AE#BGY;HP 934XL Cartucho Negro C2P23AE Officejet 6230;CCICTO0515;888182034590;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;19.8900000000;48;0.0500000000;23/01/2019;;0.0000000000;0.0000000000;19.8900000000;
C2P24AE;HP 935XL Cartucho Cian C2P24AE Officejet 6230;CCICTO0516;888182034613;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;11.3900000000;45;0.0500000000;31/12/2019;;0.0000000000;0.0000000000;11.3900000000;
C2P25AE;HP 935XL Cartucho Magenta C2P25AE Officejet 6230;CCICTO0517;888182034637;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;11.3900000000;61;0.0500000000;;;0.0000000000;0.0000000000;11.3900000000;
C2P26AE;HP 935XL Cartucho Amarillo C2P26AE Officejet 6230;CCICTO0518;888182034651;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;11.3900000000;20;0.0500000000;31/12/2019;;0.0000000000;0.0000000000;11.3900000000;
C2P05AE;HP 62XL Cartucho Negro C2P05ae Officejet 5740;CCICTO0519;888793376744;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;21.8000000000;4;0.1000000000;23/01/2018;;0.0000000000;0.0000000000;21.8000000000;
C2P07AE;HP 62XL Cartucho Tricolor C2P07AE Officejet 5740;CCICTO0520;888793376805;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;25.1500000000;50;0.0100000000;;;0.0000000000;0.0000000000;25.1500000000;
F6U66AE;HP 302 F6U66AE cartucho negro Officejet 3830;CCICTO0521;888793803042;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;8.9900000000;100;0.1000000000;24/01/2018;;0.0000000000;0.0000000000;8.9900000000;
F6U65AE;HP 302 F6U65AE cartucho color Officejet 3830;CCICTO0522;888793802977;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;11.3500000000;89;0.0500000000;24/01/2018;;0.0000000000;0.0000000000;11.3500000000;
C13T29814012;Epson Cartucho T2981 Negro;CCICTO0523;8715946625966;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;8.4500000000;100;0.0800000000;;;0.0000000000;0.0000000000;8.4500000000;
C13T29824012;Epson Cartucho T2982 Cian;CCICTO0524;8715946625980;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;5.8500000000;54;0.3000000000;;;0.0000000000;0.0000000000;5.8500000000;
C13T29834012;Epson Cartucho T2983 Magenta;CCICTO0525;8715946626000;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;5.8500000000;34;0.3000000000;;;0.0000000000;0.0000000000;5.8500000000;
C13T29844012;Epson Cartucho T2984 Amarillo;CCICTO0526;8715946626031;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;5.8500000000;69;0.3000000000;;;0.0000000000;0.0000000000;5.8500000000;
C13T29964012;Epson Cartucho Multipack T29XL;CCICTO0534;8715946626147;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;47.8500000000;100;0.1800000000;;;0.0000000000;0.0000000000;47.8500000000;
LC221BKBP;Brother Cartucho LC221BKB Negro MFC-J880DW;CCICTO0535;5014047567063;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;10.1000000000;7;0.1000000000;;;0.0000000000;0.0000000000;10.1000000000;
LC221CBP;Brother Cartucho LC221CBP Cyan MFC-J880DW;CCICTO0536;5014047567094;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;6.3500000000;13;0.1000000000;;;0.0000000000;0.0000000000;6.3500000000;
LC221MBP;Brother Cartucho LC221MBP Magenta MFC-J880DW;CCICTO0537;5014047567124;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;6.2000000000;8;0.1000000000;;;0.0000000000;0.0000000000;6.2000000000;
LC221YBP;Brother Cartucho LC221YBP Yellow MFC-J880DW;CCICTO0538;5014047567155;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;6.3500000000;9;0.1000000000;;;0.0000000000;0.0000000000;6.3500000000;
C13T27914012;Epson Cartucho T27XXL Negro;CCICTO0547;8715946625942;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;29.4000000000;17;0.5000000000;;Ultimas unidades;0.0000000000;0.0000000000;29.4000000000;
C13T27154012;Epson Cartucho Multipack T27XL;CCICTO0548;8715946625928;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;54.6500000000;11;0.1000000000;;;0.0000000000;0.0000000000;54.6500000000;
N9J73AE;HP 364 multipack (4colores) N9J73AE;CCICTO0550;889894508904;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;24.1000000000;100;0.2000000000;;;0.0000000000;0.0000000000;24.1000000000;
N9J72AE;HP Multipack 1x301 Negro + 1x301 Color;CCICTO0551;889894508898;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;19.6000000000;100;0.1500000000;;;0.0000000000;0.0000000000;19.6000000000;
8286B001;Canon Cartucho PG-545XL;CCICTO0552;4960999974491;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;15.2000000000;68;0.2500000000;29/01/2018;;0.0000000000;0.0000000000;15.2000000000;
C13T27114012;Epson Cartucho T27XL Negro;CCICTO0556;8715946625843;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;22.0500000000;17;0.2500000000;;Ultimas unidades;0.0000000000;0.0000000000;22.0500000000;
F6U67AE;HP 302XL F6U67AE cartucho color Officejet 3830;CCICTO0559;888793803097;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;19.1000000000;100;0.1000000000;;;0.0000000000;0.0000000000;19.1000000000;
F6U68AE;HP 302XL F6U68AE cartucho negro Officejet 3830;CCICTO0560;888793803141;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;18.8900000000;100;0.1000000000;31/12/2019;;0.0000000000;0.0000000000;18.8900000000;
C2P42AE;HP 932XL/933XL multipack (4colores) 2P42AE;CCICTO0561;887111884923;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;48.0000000000;26;0.0100000000;;;0.0000000000;0.0000000000;48.0000000000;
LC227XLVALBP;Brother Cartucho LC227XLVALBP Pack tintas MFCJ462D;CCICTO0562;5014047567001;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;55.9000000000;1;0.1000000000;;;0.0000000000;0.0000000000;55.9000000000;
