"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";PRECIO;"STOCK";PESO;"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA"
"TL-MR3420";"TP-LINK TL-MR3420 Router N300 3G/USB 2T2R SMA";"NROINA0061";"6935364051495";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";28,89;16;0,8250000000;"";"";"0,0000000000"
"TL-MR3020";"TP-LINK TL-MR3020 router portátil 3G 150n 3G/WAN";"NROINA0064";"6935364051709";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";22,23;25;0,3050000000;"";"";"0,0000000000"
"TL-WR841ND";"TP-LINK TL-WR841ND router 300 2T2R SMA +4x100Mb";"NROINA0067";"6935364051280";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";18,24;100;0,6100000000;"";"Ultimas unidades";"0,0000000000"
"TL-WR702N";"TP-LINK TL-WR702N Nano Router 150N 1P 10/100";"NROINA0070";"6935364051785";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";15,56;58;0,3000000000;"";"Ultimas unidades";"0,0000000000"
"TL-WR840N";"TP-LINK WR840N Router 300N 2T2R 1xWAN + 4xLAN";"NROINA0091";"6935364070533";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";12,67;67;0,6500000000;"28/10/2016";"";"0,0000000000"
"EM4544";"EMINENT EM4544 Router Wifi N 300Mbps 4Px 10/100";"NROINA0095";"8716065281316";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"60062";"Eminent";16,58;8;0,4350000000;"";"";"0,0000000000"
"GO-RT-N150";"D-Link GO-RT-N150 Router Wireless N 150Mbps 4PTOS";"NROINA0097";"790069370571";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"04195";"D-Link";16,24;6;0,4600000000;"";"";"0,0000000000"
"Archer C7";"TP-LINK Archer C7 Router Gbit Wifi Dual AC1750 v2";"NROINA0103";"6935364070601";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";84,45;7;1,0800000000;"";"";"0,0000000000"
"DIR-605L";"D-Link DIR-605L Router Cloud 300N 4P 10/100M";"NROINA0107";"790069372902";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"04195";"D-Link";22,12;8;0,3650000000;"";"";"0,0000000000"
"BR-6428NC";"Edimax BR-6428NC Router+P.A.+Extend 2T2R 9dBi N300";"NROINA0113";"4710700929797";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00410";"Edimax";19,47;23;0,7150000000;"19/10/2016";"";"0,0000000000"
"DWR-921";"D-Link DWR-921 Router 4G LTE SIM 3G/4G N150 4P";"NROINA0117";"790069382246";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"04195";"D-Link";115,15;24;0,7150000000;"";"";"0,0000000000"
"BR-6208AC";"Edimax BR-6208AC Router WiFi AC750 Dual Band 5en1";"NROINA0125";"4710700929964";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00410";"Edimax";26,95;9;0,7150000000;"19/10/2016";"";"0,0000000000"
"TL-ER604W";"TP-LINK TL-ER604W Router VPN Gigabit WiFi-N 2x5dB";"NROINA0127";"6935364041212";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";92,23;2;1,0300000000;"";"Ultimas unidades";"0,0000000000"
"BR-6228NS V3";"Edimax BR-6228NSv3 Router + P.A. WiFi N150 5en1";"NROINA0129";"4717964700452";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00410";"Edimax";12,32;62;0,5900000000;"";"";"0,0000000000"
"BR-6428NS V3";"Edimax BR-6428NSv3 Router WiFi N300 5en1 5dBi WPS";"NROINA0130";"4717964700469";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00410";"Edimax";15,11;13;0,6150000000;"";"Ultimas unidades";"0,0000000000"
"BR-6288ACL";"Edimax BR-6288ACL Router Wi-Fi Dual 802.11ac 5en1";"NROINA0131";"4717964700575";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00410";"Edimax";33,10;14;0,5950000000;"";"";"0,0000000000"
"Archer C2";"TP-LINK Archer C2 Router Dual AC750 4p GB 1xUSB";"NROINA0133";"6935364050962";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";44,45;27;0,7700000000;"28/10/2016";"";"0,0000000000"
"RB951G-2HnD";"Mikrotik RB951G-2HnD AP 2.4GH 5G Et 600MHz 128M L4";"NROINA0135";"2610000002164";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"60148";"Mikrotik";56,08;2;0,4200000000;"28/10/2016";"";"0,0000000000"
"RB2011UiAS-2HnD-IN";"Mikrotik RB2011UiAS-2HnD-IN AP 2.4Gh 5xEth 128M L5";"NROINA0136";"2610000002171";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"60148";"Mikrotik";89,25;0;0,2330000000;"31/10/2016";"";"0,0000000000"
"M7350";"TP-LINK M7350 Router 4G LTE-WiFi Dual portátil";"NROINA0137";"6935364071745";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";82,23;0;0,3200000000;"28/10/2016";"Proximamente";"0,0000000000"
"Archer C9";"TP-LINK Archer C9 Router AC1900  MIMO 3Tx3R USB3.0";"NROINA0142";"6935364071691";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";115,56;6;1,3200000000;"";"";"0,0000000000"
"OWLR151U";"Omega OWLR151U Router WiFi 150N 1xWAN 1xLAN";"NROINA0144";"5907595422963";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"04162";"Omega";10,56;21;0,4000000000;"11/11/2016";"";"0,0000000000"
"OWLR307U";"Omega OWLR307U Router WiFi 300N 1xWAN 4xLAN 2T2R";"NROINA0145";"5907595422970";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"04162";"Omega";13,84;11;0,4000000000;"11/11/2016";"";"0,0000000000"
"RB941-2nD-TC";"Mikrotik RB941-2nD-TC hAP Lite RouterBoard WiFi-N";"NROINA0146";"2515101505586";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"60148";"Mikrotik";15,80;0;0,3000000000;"28/10/2016";"";"0,0000000000"
"AIRROUTER-HP";"Ubiquiti AIRROUTER-HP Router WiFi-N Alta potencia";"NROINA0147";"810354022142";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"04205";"UBIQUITI";48,34;29;0,4000000000;"";"";"0,0000000000"
"RT1900ac";"SYNOLOGY RT1900ac Router AC1900 MIMO";"NROINA0149";"4711174721986";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"60158";"Synology";133,00;6;0,5100000000;"";"";"0,0000000000"
"DIR-840";"D-Link DIR-840 Router N600 Dual 4p Gigabit USB(3G)";"NROINA0150";"790069401299";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"04195";"D-Link";24,90;9;0,7500000000;"";"";"0,0000000000"
"90IG0201-BM2G00";"ASUS RT-AC5300 Router AC5300 5P 1xUSB 2.0 1xUSB3.0";"NROINA0152";"4712900002430";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";346,74;2;1,8140000000;"";"";"0,0000000000"
"90IG01Z0-BM3000";"ASUS RT-AC88U Router AC3100 8P 1xUSB 2.0 1xUSB 3.0";"NROINA0153";"4712900030365";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";279,86;20;0,9500000000;"";"";"0,0000000000"
"90IG01F1-BM2G00";"ASUS RT-AC3200 Router AC3200 5P 1xUSB 2.0 1xUSB3.0";"NROINA0154";"4716659989721";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";199,35;1;1,0200000000;"";"";"0,0000000000"
"90IG00W0-BM3G20";"ASUS RT-AC87U Router AC2400 5P 1xUSB 2.0 1xUSB 3.0";"NROINA0155";"4716659648413";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";160,87;9;0,7800000000;"";"";"0,0000000000"
"90IG00C0-BM3000";"ASUS RT-AC68U Router AC1900 5P 1xUSB 2.0 1xUSB 3.0";"NROINA0156";"4716659419013";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";119,34;3;0,6400000000;"";"";"0,0000000000"
"90IG0300-BM3000";"ASUS RT-AC66U Router AC1750 5P 2xUSB 2.0";"NROINA0157";"4716659214199";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";106,16;1;0,4500000000;"";"";"0,0000000000"
"90IG0241-BM3000";"ASUS RT-AC1200G+ Router AC1200 5P 1xUSB 2.0";"NROINA0159";"4712900079678";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";53,45;11;0,3950000000;"";"";"0,0000000000"
"90IG0150-BM3G00";"ASUS RT-AC51U Router AC750 5P 1xUSB 2.0";"NROINA0160";"4716659931119";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";31,08;6;0,2200000000;"";"";"0,0000000000"
"90-IG1Z002M02-3PA0-";"ASUS RT-N66U Router N900 5P 2xUSB 2.0";"NROINA0161";"4719543394526";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";75,60;3;0,4500000000;"";"";"0,0000000000"
"90IG00L0-BM3G20";"ASUS RT-N18U Router N600 5P 1xUSB 2.0 1xUSB 3.0";"NROINA0163";"4716659562245";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";54,38;4;0,5280000000;"";"";"0,0000000000"
"90-IG10002MB0-3PA0-";"ASUS RT-N12 Router N300 5P 10/100";"NROINA0165";"4716659335696";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";18,21;0;0,2900000000;"20/10/2016";"";"0,0000000000"
"90-IG29002M02-3PA0-";"ASUS RT-N12E Router N300 5P 10/100";"NROINA0166";"4719543397275";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";17,04;40;0,1800000000;"";"";"0,0000000000"
"90IG01H0-BM3000";"ASUS 4G-AC55U Router AC1200 4G 4P 1xUSB 2.0";"NROINA0167";"4716659805588";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";194,15;2;0,6400000000;"";"";"0,0000000000"
"90IG01I0-BM3G00";"ASUS 4G-N12 Router N300 4G 4P 1xUSB 2.0";"NROINA0168";"4716659805618";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";106,30;15;0,3000000000;"";"";"0,0000000000"
"Touch P5";"TP-LINK TouchP5 Router Gbit AC1900 Pantalla Táctil";"NROINA0170";"6935364092290";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";150,00;6;0,3000000000;"";"";"0,0000000000"
"9801A0HL";"H3C ER3108GW Router 1GE WAN+8GE LAN+1USB+1Console";"NROINA0171";"2529031613495";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"60181";"H3C";341,95;18;2,5000000000;"";"";"0,0000000000"
"9801A0PS";"H3C ER2100n Router 1FE WAN+4FE LAN+1Console";"NROINA0172";"2529031613518";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"60181";"H3C";227,95;47;1,6000000000;"";"";"0,0000000000"
"AIRROUTER";"Ubiquiti AIRROUTER Router WiFi-N Interior";"NROINA0173";"810354022135";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"04205";"UBIQUITI";28,06;13;0,5000000000;"";"";"0,0000000000"
"DSR-250N";"D-Link DSR-250N Router Wireless N 8PTOS Gigabyte";"NROINA0175";"790069357664";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"04195";"D-Link";176,60;4;1,6000000000;"";"";"0,0000000000"
"EM4510";"EMINENT EM4510 Router 1200N AC Dual 4 Antenas";"NROINA0176";"8716065307689";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"60062";"Eminent";53,65;12;0,7300000000;"";"";"0,0000000000"
"BR-6428NS V4";"Edimax BR-6428NS v4 Router WiFi N300 5en1";"NROINA0177";"4717964701213";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00410";"Edimax";12,65;90;0,6500000000;"";"";"0,0000000000"
"Archer C60";"TP-LINK Archer C60 Router AC1350 Dual Band";"NROINA0178";"6935364096755";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00155";"TP-LINK";60,00;0;1,3200000000;"19/10/2016";"Proximamente";"0,0000000000"
"90IG02Z1-BM3000";"ASUS RT-AC53 Router AC750 3P";"NROINA0180";"4712900325454";"RO";"Routers/Modems";"INA";"Routers inalámbricos";"00190";"Asus";38,86;10;0,4000000000;"";"Novedad";"0,0000000000"
"APP56K";"approx app56K modem Motorola 56Kbps V.92 PCI";"NROMAR0003";"8435099507604";"RO";"Routers/Modems";"MAR";"Modems 3G y analógicos";"01360";"approx!";2,88;16;0,1150000000;"";"Ultimas unidades";"0,0000000000"
"OWLHM2W";"OMEGA OWLHM2W Modem 3G + WiFi Router USB Blanco";"NROMAR0010";"5907595422390";"RO";"Routers/Modems";"MAR";"Modems 3G y analógicos";"04162";"Omega";23,51;22;0,2000000000;"";"";"0,0000000000"
"OWLHM2B";"OMEGA OWLHM2B Modem 3G + WiFi Router USB Negro";"NROMAR0011";"5907595422437";"RO";"Routers/Modems";"MAR";"Modems 3G y analógicos";"04162";"Omega";23,51;30;0,2000000000;"";"";"0,0000000000"
"PS-1206P";"Edimax PS-1206P Print Server 1p Paralelo RJ45";"NSISCA0003";"4710700924167";"SI";"Servidores impresión";"SCA";"Impresión redes cableadas";"00410";"Edimax";24,20;31;0,3450000000;"";"";"0,0000000000"
"TL-PS110U";"TP-LINK TL-PS110U Print Server Ethernet 1x USB 2.0";"NSISCA0013";"6935364031008";"SI";"Servidores impresión";"SCA";"Impresión redes cableadas";"00155";"TP-LINK";33,34;20;0,4100000000;"";"";"0,0000000000"
"TL-PS310U";"TP-LINK TL-PS310U Print Server MFP Ethernet 1xUSB";"NSISCA0014";"6935364031060";"SI";"Servidores impresión";"SCA";"Impresión redes cableadas";"00155";"TP-LINK";33,34;9;0,3950000000;"19/10/2016";"";"0,0000000000"
"TL-WA901ND";"TP-LINK  TL-WA901ND P.Acceso N300 3T3R SMA PoE QSS";"NSWPAC0026";"6935364091729";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";34,45;55;0,7200000000;"19/10/2016";"";"0,0000000000"
"TL-WA801ND";"TP-LINK WA801ND P.Acceso N 300 2T2R 2.4dBi PoE QSS";"NSWPAC0027";"6935364051419";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";26,67;24;0,6750000000;"19/10/2016";"";"0,0000000000"
"TL-WA701ND";"TP-LINK TL-WA701ND P.A. N150 1T1R 2dBi SMA PoE QSS";"NSWPAC0028";"6935364051402";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";22,23;4;0,6200000000;"19/10/2016";"";"0,0000000000"
"TL-WA830RE";"TP-LINK TL-WA830RE Repetidor 300n 2T2R 4dBi SMA";"NSWPAC0030";"6935364051686";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";21,12;34;0,6600000000;"19/10/2016";"";"0,0000000000"
"TL-WA850RE";"TP-LINK TL-WA850RE Repetidor Universal 300N RJ45";"NSWPAC0043";"6935364070199";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";16,67;0;0,2900000000;"14/10/2016";"";"0,0000000000"
"EW-7228APn";"Edimax EW-7228APn P.Acc.150N 1T1R 5p Switch";"NSWPAC0044";"4710700927335";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00410";"Edimax";18,70;35;0,4600000000;"19/10/2016";"";"0,0000000000"
"EM4590";"EMINENT EM4590 Repetidor WiFi Universal 300N WPS";"NSWPAC0048";"8716065291667";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60062";"Eminent";12,54;32;0,2750000000;"21/10/2016";"";"0,0000000000"
"DAP-1360";"D-Link DAP-1360 Punto Acceso N 300 Inalámbrico";"NSWPAC0051";"790069323058";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";24,17;21;0,6350000000;"";"";"0,0000000000"
"DAP-2310";"D-Link DAP-2310 P.Acceso AirPremier N300 2dBi";"NSWPAC0053";"790069366413";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";58,48;20;0,5850000000;"";"";"0,0000000000"
"DAP-1320";"D-Link DAP-1320 P.Acceso Repetidor N300 compacto";"NSWPAC0059";"790069383410";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";17,45;9;0,2000000000;"21/10/2016";"";"0,0000000000"
"UAP";"Ubiquiti Unifi Standard Punto Acceso 300N PoE 24v";"NSWPAC0060";"810354022937";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";53,77;100;0,9300000000;"";"";"0,0000000000"
"UAP-3";"Ubiquiti Unifi Standard Punto Acceso 300N PoE x3 U";"NSWPAC0061";"810354022951";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";155,76;20;2,8000000000;"";"";"0,0000000000"
"UAP- LR";"Ubiquiti UAP-LR Unifi Access Point Long Range 300";"NSWPAC0062";"810354023026";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";69,66;95;0,9650000000;"14/10/2016";"";"0,0000000000"
"UAP-LR-3";"Ubiquiti Unifi Long Range P.Acc. 300N PoE 3xU";"NSWPAC0063";"810354023057";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";201,77;13;2,3000000000;"14/10/2016";"";"0,0000000000"
"UAP-PRO";"Ubiquiti UAP-PRO Unifi Pro P. Acceso 300N PoE 24v";"NSWPAC0064";"810354023101";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";171,84;10;1,0600000000;"";"";"0,0000000000"
"locoM2";"Ubiquiti NanoStation LOCO M2 P.Acceso Ext. PoE 24v";"NSWPAC0065";"810354022333";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";38,20;33;0,5150000000;"14/10/2016";"";"0,0000000000"
"PICOSTATION M2H";"Ubiquiti PicoStationM2 HP P.Acceso Ext. PoE 24v 6d";"NSWPAC0067";"810354022685";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";61,47;100;0,4200000000;"";"";"0,0000000000"
"NSM2";"Ubiquiti NanoStation M2 P.Acceso Ext. PoE 24v 10dB";"NSWPAC0069";"810354022517";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";68,95;77;0,6950000000;"";"";"0,0000000000"
"NSM5";"Ubiquiti NanoStation M5 P.Acceso Ext. PoE 24v 16dB";"NSWPAC0072";"810354022548";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";68,14;56;0,6850000000;"";"";"0,0000000000"
"TL-WA7210N";"TP-LINK WA7210N P.A. 150N 2.4GHz 12dBi Exterior";"NSWPAC0083";"6935364070472";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";42,23;34;1,0600000000;"";"";"0,0000000000"
"EM4591";"EMINENT EM4591 Repetidor WiFi Universal 300N WPS";"NSWPAC0085";"8716065301335";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60062";"Eminent";15,99;28;0,3050000000;"21/10/2016";"";"0,0000000000"
"DAP-2360";"D-Link DAP-2360 P.Acc. AirPremier N300 1xGBit PoE";"NSWPAC0090";"790069367571";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";119,91;0;1,4600000000;"14/10/2016";"";"0,0000000000"
"LOCOM5";"Ubiquiti NanoStation M LOCOM5 5GHz 13dBi";"NSWPAC0095";"810354022340";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";50,35;100;0,5200000000;"";"";"0,0000000000"
"AG-HP-5G27";"Ubiquiti AirGrid M AG-HP-5G27 5GHz 27dBi";"NSWPAC0097";"810354022128";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";54,29;3;3,2000000000;"";"";"0,0000000000"
"DAP-2553";"D-Link DAP-2553 P.A. N300 Dual Band Gigabit PoE";"NSWPAC0101";"790069318214";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";98,31;2;0,9050000000;"";"";"0,0000000000"
"DWL-2600AP";"D-Link DWL-2600AP P.A 802.11n 300Mbp PoE 2.4 GHz";"NSWPAC0102";"790069379062";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";78,02;11;0,7100000000;"";"";"0,0000000000"
"appRP02V2";"approx appRP02V2 Repetidor WiFI 150N 3en1 1xRJ45";"NSWPAC0105";"8435099514077";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"01360";"approx!";13,44;100;0,2200000000;"";"";"0,0000000000"
"EW-7438RPN Air";"Edimax 7438RPNAIR Repetidor N300 LED EdiRange App";"NSWPAC0107";"4710700929858";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00410";"Edimax";24,22;13;0,1150000000;"19/10/2016";"";"0,0000000000"
"TL-WA860RE";"TP-LINK TL-WA860RE Repetidor WiFi N300 2T2R enchuf";"NSWPAC0108";"6935364071158";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";23,89;14;0,3000000000;"19/10/2016";"";"0,0000000000"
"POWERBRIDGEM10";"Ubiquiti POWERBRIDGEM10 10GHz (PBM10 + PBM10-Dish)";"NSWPAC0109";"810354022647";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";375,52;5;10,0000000000;"";"";"0,0000000000"
"UAP-Outdoor+";"Ubiquiti Unifi Outdoor+ P.Acc. Ext. PoE 2.4GHz";"NSWPAC0110";"810354023071";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";126,24;42;0,9250000000;"";"";"0,0000000000"
"CPE510";"TP-LINK CPE510 P.A. Ext. 5GHz 300N 27dBm 13dBi PoE";"NSWPAC0113";"6935364070922";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";47,78;37;0,8750000000;"";"";"0,0000000000"
"EW-7438RPN Mini";"Edimax EW7438RPN Mini Rep. Universal 3en1 N300";"NSWPAC0114";"4717964700438";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00410";"Edimax";14,30;100;0,2000000000;"19/10/2016";"";"0,0000000000"
"WN3000RP-200PES";"Netgear WN3000RP-200 Repetidor Universal N300 LAN";"NSWPAC0116";"606449103939";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"01430";"Netgear";21,25;41;0,3000000000;"";"";"0,0000000000"
"DAP-2660";"D-Link DAP-2660 P.Acc. 802.11ac 1,17Gbps ISM-UNII";"NSWPAC0117";"790069404702";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";134,32;7;0,3200000000;"";"";"0,0000000000"
"DWL-6600AP";"D-Link DWL-6600AP P.A. WiFi 300n Dual Band PoE";"NSWPAC0119";"790069365805";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";139,91;5;1,1500000000;"";"";"0,0000000000"
"CPE210";"TP-LINK CPE210 P.A. Ext.2.4GHz 300N 27dBm 9dBi PoE";"NSWPAC0122";"6935364071677";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";35,20;51;0,8100000000;"";"";"0,0000000000"
"RE200";"TP-LINK RE200 Repetidor Universal Dual AC750";"NSWPAC0123";"6935364071295";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";31,32;19;0,3000000000;"";"";"0,0000000000"
"ROCKETM5";"Ubiquiti ROCKETM5  AirMAX 5 GHz. 500 mW 2X2 MIMO";"NSWPAC0127";"810354022784";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";69,62;43;0,5000000000;"14/10/2016";"";"0,0000000000"
"NBE-M5-16";"Ubiquiti NBE-M5-16 NanoBeam AIRMAX 5GHz 16dBi";"NSWPAC0128";"810354022449";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";51,96;67;0,7650000000;"";"";"0,0000000000"
"RBSXTG-5HPacD";"Mikrotik RBSXTG-5HPacD Backbone/CPE Radio 5GHz";"NSWPAC0130";"2610000001983";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";78,82;37;0,2650000000;"";"";"0,0000000000"
"RBSXTG-5HPacD-SA";"Mikrotik RBSXTG-5HPacD-SA AP/Backbon/CPE Radio 90º";"NSWPAC0131";"2610000001990";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";83,02;8;0,2650000000;"28/10/2016";"";"0,0000000000"
"RB911G-5HPacD-NB";"Mikrotik RB911G-5HPacD-NB AP/Backbn/CPE Radio 5GHz";"NSWPAC0132";"2610000002003";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";80,26;32;0,3900000000;"";"Ultimas unidades";"0,0000000000"
"RBSXT5nDr2";"Mikrotik RBSXT5nDr2 Backbone/CPE Radio 5GHz 60º L3";"NSWPAC0133";"2610000002010";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";41,84;1;0,2650000000;"";"Ultimas unidades";"0,0000000000"
"RBSXTG2HnD";"Mikrotik RBSXTG2HnD AP/Backbon/CPE Radio 2,4GHz L4";"NSWPAC0136";"2610000002041";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";54,45;0;0,2650000000;"28/10/2016";"";"0,0000000000"
"RB912UAG-5HPnD-OUT";"Mikrotik RB912UAG-5HPnD-OUT AP/Backbone/CPE Radio";"NSWPAC0139";"2610000002072";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";61,53;6;0,3900000000;"28/10/2016";"";"0,0000000000"
"RBOmniTIKU-5HnD";"Mikrotik RBOmniTIKU-5HnD AP/Backbon/CPE Radio 5GHz";"NSWPAC0140";"2610000002089";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";61,33;6;0,5200000000;"28/10/2016";"";"0,0000000000"
"RBSXTG-5HPnD-HGr2";"Mikrotik RBSXTG-5HPnD-HGr2 AP/Backbn/CPE Radi 5GHz";"NSWPAC0141";"2610000002096";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";65,57;9;0,2650000000;"28/10/2016";"";"0,0000000000"
"RBOmnitikUPA-5HnD";"Mikrotik RBOmnitikUPA-5HnD AP/Backbone/CPE Radio";"NSWPAC0143";"2610000002119";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";68,36;7;0,5200000000;"";"";"0,0000000000"
"RBMetal5SHPn";"Mikrotik RBMetal5SHPn AP/Backbon/CPE Radio 5GHz L4";"NSWPAC0145";"2610000002133";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";72,72;12;0,1930000000;"";"Ultimas unidades";"0,0000000000"
